filename,ground_truth,3G_pred,3G_conf,3G_accepted,3G_correct,3G_lat_ms,3L_pred,3L_conf,3L_accepted,3L_correct,3L_lat_ms,Hybrid_pred,Hybrid_conf,Hybrid_accepted,Hybrid_winner,Hybrid_correct,Hybrid_lat_ms,disagreement
A_panoramic_view_of_Vandiyur_Mariamman_Teppakulam.jpg,meenakshi-amman,meenakshi-amman,0.4978,True,True,29.29,meenakshi-amman,0.5853,True,True,35.65,meenakshi-amman,0.4978,True,Phase 3G,True,64.94,False
AmmanMeenakshiTempleGopuram.jpg,meenakshi-amman,meenakshi-amman,0.9995,True,True,43.74,meenakshi-amman,1.0000,True,True,31.71,meenakshi-amman,0.9995,True,Phase 3G,True,75.45,False
Another_Craftmanship_of_madurai_Temple.jpg,meenakshi-amman,brihadeeswarar,0.6335,True,False,61.44,meenakshi-amman,0.5292,True,True,33.90,brihadeeswarar,0.6335,True,Phase 3G,False,95.34,True
Bheema_Pushti_Halwa.JPG,meenakshi-amman,meenakshi-amman,0.9963,True,True,34.66,meenakshi-amman,0.9413,True,True,46.07,meenakshi-amman,0.9963,True,Phase 3G,True,80.74,False
Camouflaged_-_Flickr_-_VinothChandar.jpg,meenakshi-amman,meenakshi-amman,0.9983,True,True,57.75,meenakshi-amman,0.9999,True,True,29.51,meenakshi-amman,0.9983,True,Phase 3G,True,87.26,False
Chitirai_Festival_Madurai.JPG,meenakshi-amman,meenakshi-amman,0.6908,True,True,47.92,hard_negatives,0.9156,False,False,39.18,hard_negatives,0.9156,False,Phase 3L,False,87.11,True
Dawn_Madurai_banner.jpg,meenakshi-amman,meenakshi-amman,0.9490,True,True,45.96,meenakshi-amman,0.9929,True,True,49.59,meenakshi-amman,0.9490,True,Phase 3G,True,95.55,False
10Shore_Temple_Mahavalipuram.jpg,mahabalipuram,mahabalipuram,0.9949,True,True,45.31,mahabalipuram,0.9993,True,True,46.75,mahabalipuram,0.9949,True,Phase 3G,True,92.07,False
Compound_Wall_of_Shore_Temple.jpg,mahabalipuram,airavatesvara,0.4971,True,False,39.23,mahabalipuram,0.7207,True,True,76.90,mahabalipuram,0.7207,True,Phase 3L,True,116.13,True
Faith_and_Light_-_HighRes_-_SI_01664.jpg,mahabalipuram,mahabalipuram,0.8701,True,True,18.66,mahabalipuram,0.9782,True,True,65.48,mahabalipuram,0.9782,True,Phase 3L,True,84.14,False
Garbhagriha.JPG,mahabalipuram,mahabalipuram,0.5592,True,True,60.38,mahabalipuram,0.5629,True,True,22.53,mahabalipuram,0.5592,True,Phase 3G,True,82.91,False
Huge_Stone_Figures_Of_The_Lion__Elephant___And_A_Bull__1_.jpg,mahabalipuram,mahabalipuram,0.9022,True,True,55.26,mahabalipuram,0.9911,True,True,44.27,mahabalipuram,0.9022,True,Phase 3G,True,99.54,False
Image_of_Mahabalipuram_Shore_Temple.jpg,mahabalipuram,mahabalipuram,0.9403,True,True,50.73,mahabalipuram,0.9996,True,True,15.29,mahabalipuram,0.9403,True,Phase 3G,True,66.03,False
Kurt_boeck_indien_nepal_092.jpg,mahabalipuram,mahabalipuram,0.8298,True,True,21.19,mahabalipuram,0.8325,True,True,20.57,mahabalipuram,0.8298,True,Phase 3G,True,41.76,False
Maamallapuram.jpg,mahabalipuram,mahabalipuram,0.9902,True,True,28.54,mahabalipuram,0.9999,True,True,29.46,mahabalipuram,0.9902,True,Phase 3G,True,58.00,False
Madras__India_-_One_of__Seven_Pagodas__LCCN2014712013.jpg,mahabalipuram,mahabalipuram,0.9957,True,True,48.75,mahabalipuram,1.0000,True,True,51.52,mahabalipuram,0.9957,True,Phase 3G,True,100.27,False
Mahabali006.jpg,mahabalipuram,mahabalipuram,0.9846,True,True,32.44,mahabalipuram,0.9997,True,True,26.49,mahabalipuram,0.9846,True,Phase 3G,True,58.93,False
10.Gangai_konda_cholapuram.jpg,gangaikonda-cholapuram,gangaikonda-cholapuram,0.9708,True,True,35.21,gangaikonda-cholapuram,0.9991,True,True,40.48,gangaikonda-cholapuram,0.9708,True,Phase 3G,True,75.69,False
23.Gangaikonda_Cholapuram.jpg,gangaikonda-cholapuram,gangaikonda-cholapuram,0.5436,True,True,40.04,airavatesvara,0.5900,True,False,37.86,gangaikonda-cholapuram,0.5436,True,Phase 3G,True,77.91,True
25.Gangaikonda_Cholapuram_kalvettu.jpg,gangaikonda-cholapuram,gangaikonda-cholapuram,0.5267,True,True,51.31,gangaikonda-cholapuram,0.4555,False,False,38.89,gangaikonda-cholapuram,0.5267,True,Phase 3G,True,90.20,False
8.Gangai_konda_cholapuram.jpg,gangaikonda-cholapuram,gangaikonda-cholapuram,0.9564,True,True,53.79,gangaikonda-cholapuram,0.9880,True,True,47.29,gangaikonda-cholapuram,0.9564,True,Phase 3G,True,101.08,False
A_view_from_ground.jpg,gangaikonda-cholapuram,airavatesvara,0.5256,True,False,64.61,airavatesvara,0.7576,True,False,21.05,airavatesvara,0.7576,True,Phase 3L,False,85.66,False
Brihadeeswarar_temple__Gangaikondacholapuram__2_.jpg,gangaikonda-cholapuram,gangaikonda-cholapuram,0.4824,True,True,59.42,airavatesvara,0.4497,True,False,37.47,gangaikonda-cholapuram,0.4824,True,Phase 3G,True,96.90,True
Brihadisvara_Temple_-_Gangaikonda_Cholapuram_-_complex_view_from_outside.jpg,gangaikonda-cholapuram,gangaikonda-cholapuram,0.9107,True,True,44.04,gangaikonda-cholapuram,0.8993,True,True,46.41,gangaikonda-cholapuram,0.9107,True,Phase 3G,True,90.45,False
Brihadisvara_Temple_of_Gangaikonda_Cholapuram_05.JPG,gangaikonda-cholapuram,brihadeeswarar,0.7972,True,False,44.39,brihadeeswarar,0.7350,True,False,36.78,brihadeeswarar,0.7972,True,Phase 3G,False,81.17,False
Brihadisvara_Temple_of_Gangaikonda_Cholapuram_07.JPG,gangaikonda-cholapuram,gangaikonda-cholapuram,0.8337,True,True,46.38,mahabalipuram,0.4152,False,False,43.28,gangaikonda-cholapuram,0.8337,True,Phase 3G,True,89.67,True
Brihadisvara_Temple_of_Gangaikonda_Cholapuram_08.JPG,gangaikonda-cholapuram,gangaikonda-cholapuram,0.8368,True,True,47.45,brihadeeswarar,0.4149,True,False,20.60,gangaikonda-cholapuram,0.8368,True,Phase 3G,True,68.06,True
1-Airavatesvara_Temple_-_Darasuram_-_Tamilnadu_-_Detail_of_the_perimeter_wall.jpg,airavatesvara,brihadeeswarar,0.8199,True,False,52.87,airavatesvara,0.7112,True,True,47.83,brihadeeswarar,0.8199,True,Phase 3G,False,100.71,True
1-Airavatesvara_Temple_-_Darasuram_-_Tamilnadu_-_Gopuram_and_plinth_detail.jpg,airavatesvara,airavatesvara,0.7500,True,True,38.66,airavatesvara,0.9967,True,True,55.83,airavatesvara,0.9967,True,Phase 3L,True,94.49,False
1-Airavatesvara_Temple_-_Darasuram_-_Tamilnadu_-_View_of_the_temple_complex_frame_through_a_jaali.jpg,airavatesvara,brihadeeswarar,0.6823,True,False,54.49,airavatesvara,0.9117,True,True,23.75,airavatesvara,0.9117,True,Phase 3L,True,78.24,True
1-Airavatesvara_Temple_-_Darasuram_-_Tamilnadu_-_temple_complex_-_general_view.jpg,airavatesvara,brihadeeswarar,0.5366,True,False,24.63,airavatesvara,0.9927,True,True,22.79,airavatesvara,0.9927,True,Phase 3L,True,47.43,True
Airavateshwarar_Darasuram_Gopuram.jpg,airavatesvara,gangaikonda-cholapuram,0.4885,True,False,25.51,gangaikonda-cholapuram,0.6592,True,False,33.84,gangaikonda-cholapuram,0.6592,True,Phase 3L,False,59.36,False
Amman_Shrine_at_Darasuram.jpg,airavatesvara,brihadeeswarar,0.9246,True,False,44.56,brihadeeswarar,0.9846,True,False,41.36,brihadeeswarar,0.9246,True,Phase 3G,False,85.92,False
Carved_Wheel_of_Airavatesvara_Temple.jpg,airavatesvara,airavatesvara,0.9412,True,True,13.55,airavatesvara,0.9664,True,True,38.01,airavatesvara,0.9412,True,Phase 3G,True,51.56,False
Darasuram-_N-TN-C189_-194.jpg,airavatesvara,airavatesvara,0.6654,True,True,25.64,airavatesvara,0.9899,True,True,34.64,airavatesvara,0.9899,True,Phase 3L,True,60.28,False
Darasuram-_N-TN-C189_-199.jpg,airavatesvara,airavatesvara,0.9191,True,True,16.30,airavatesvara,0.9998,True,True,32.68,airavatesvara,0.9191,True,Phase 3G,True,48.98,False
Darasuram-_N-TN-C189_-200.jpg,airavatesvara,airavatesvara,0.6899,True,True,21.64,airavatesvara,0.9937,True,True,37.29,airavatesvara,0.9937,True,Phase 3L,True,58.93,False
A_monochrome_palace.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9988,True,True,36.71,thirumalai-nayakkar,0.9999,True,True,14.01,thirumalai-nayakkar,0.9988,True,Phase 3G,True,50.72,False
Center_Hall_ceiling.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9802,True,True,26.94,thirumalai-nayakkar,0.9990,True,True,42.43,thirumalai-nayakkar,0.9802,True,Phase 3G,True,69.37,False
Fort_St._George_Museum-Interior_View_of_the_Palace__Madura-WUS-01533.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9172,True,True,13.73,thirumalai-nayakkar,0.7768,True,True,14.11,thirumalai-nayakkar,0.9172,True,Phase 3G,True,27.84,False
Full_view_of_evolution_of_Tamil_language.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9104,True,True,37.43,thirumalai-nayakkar,0.7014,True,True,23.75,thirumalai-nayakkar,0.9104,True,Phase 3G,True,61.19,False
GOPR2515.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9918,True,True,31.54,thirumalai-nayakkar,0.9990,True,True,37.51,thirumalai-nayakkar,0.9918,True,Phase 3G,True,69.06,False
Hallo_Nayakkar.JPG,thirumalai-nayakkar,thirumalai-nayakkar,0.9946,True,True,104.66,thirumalai-nayakkar,0.9999,True,True,32.69,thirumalai-nayakkar,0.9946,True,Phase 3G,True,137.35,False
Hallway_ceiling.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9991,True,True,76.64,thirumalai-nayakkar,0.9999,True,True,50.34,thirumalai-nayakkar,0.9991,True,Phase 3G,True,126.98,False
Heritage_of_madurai.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9998,True,True,44.48,thirumalai-nayakkar,1.0000,True,True,41.98,thirumalai-nayakkar,0.9998,True,Phase 3G,True,86.47,False
Interior_View_of_the_Palace__Madura_-_British_Library_P950.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9841,True,True,55.84,thirumalai-nayakkar,0.9604,True,True,29.02,thirumalai-nayakkar,0.9841,True,Phase 3G,True,84.86,False
Light_Show_of_Mahaal.jpg,thirumalai-nayakkar,thirumalai-nayakkar,0.9990,True,True,51.99,thirumalai-nayakkar,0.9979,True,True,53.41,thirumalai-nayakkar,0.9990,True,Phase 3G,True,105.41,False
Alaghar_Koil_in_Madurai.jpg,hard_negatives,meenakshi-amman,0.4567,False,True,46.23,meenakshi-amman,0.6772,True,False,51.31,meenakshi-amman,0.6772,True,Phase 3L,False,97.55,False
Arunachalam_big_temple_of_tamilnadu.jpg,hard_negatives,hard_negatives,0.9356,False,True,21.24,meenakshi-amman,0.9567,True,False,24.97,hard_negatives,0.9356,False,Phase 3G,True,46.21,True
Avinashi_Temple.jpg,hard_negatives,hard_negatives,0.7773,False,True,39.78,hard_negatives,0.6450,False,True,41.74,hard_negatives,0.7773,False,Phase 3G,True,81.53,False
AyyaTemplee.jpg,hard_negatives,hard_negatives,0.9983,False,True,74.07,hard_negatives,0.9981,False,True,22.62,hard_negatives,0.9983,False,Phase 3G,True,96.69,False
Brahma_temple.jpg,hard_negatives,hard_negatives,0.6016,False,True,31.03,hard_negatives,0.9604,False,True,27.27,hard_negatives,0.9604,False,Phase 3L,True,58.30,False
Colourful_painting_temple.jpg,hard_negatives,hard_negatives,0.9987,False,True,56.22,hard_negatives,1.0000,False,True,19.12,hard_negatives,0.9987,False,Phase 3G,True,75.34,False
Dravidian_style_temple.jpg,hard_negatives,hard_negatives,0.6405,False,True,46.23,meenakshi-amman,0.4383,True,False,18.43,hard_negatives,0.6405,False,Phase 3G,True,64.67,True
Entrance-_Halu_Rameshwara.jpg,hard_negatives,hard_negatives,0.9825,False,True,64.94,hard_negatives,0.9126,False,True,16.17,hard_negatives,0.9825,False,Phase 3G,True,81.12,False
Erukkatthampuliyurswetharanesvarar.jpg,hard_negatives,hard_negatives,0.9982,False,True,24.69,hard_negatives,0.9990,False,True,27.28,hard_negatives,0.9982,False,Phase 3G,True,51.97,False
FISH_SCULPTURE2.jpg,hard_negatives,hard_negatives,0.7552,False,True,48.45,mahabalipuram,0.5745,True,False,37.90,hard_negatives,0.7552,False,Phase 3G,True,86.35,True
